,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
61737,2013-01-01,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,101.0,1177.0,481,3420.0,95,689,3420.0
61751,2013-01-01,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,6570.0,131.0,326.0,136,6511.0,95,806,6511.000000000003
61765,2013-01-01,San Luis Obispo,106400683.0,ATASCADERO STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,95,34,-1.8189894035458565e-12
61779,2013-01-01,San Luis Obispo,106404046.0,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,95,633,-1.8189894035458565e-12
61793,2013-01-01,San Mateo,106410742.0,MILLS  HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,500,-1.8189894035458565e-12
61806,2013-01-01,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,121.0,1185.0,309,1800.0,96,634,1799.9999999999993
61820,2013-01-01,San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,146.0,2960.0,1055,1891.0,96,310,1890.9999999999984
61834,2013-01-01,San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,109.0,2059.0,796,4321.0,96,328,4321.000000000001
61848,2013-01-01,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,3893.0,1157,2374.0,96,664,2373.9999999999995
61862,2013-01-01,San Mateo,106410828.0,SETON COASTSIDE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,663,-1.8189894035458565e-12
61876,2013-01-01,San Mateo,106410852.0,MILLS-PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,319.0,4108.0,1217,6188.0,96,501,6188.000000000001
61890,2013-01-01,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,167.0,1969.0,571,6069.0,96,661,6069.000000000002
61904,2013-01-01,San Mateo,106414018.0,MENLO PARK SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,96,482,-1.8189894035458565e-12
61918,2013-01-01,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,245.0,773.0,305,3792.0,97,242,3792.0000000000005
61932,2013-01-01,Santa Barbara,106420491.0,LOMPOC VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,97,442,2189.9999999999995
61946,2013-01-01,Santa Barbara,106420493.0,MARIAN REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,464,-1.8189894035458565e-12
61960,2013-01-01,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,14600.0,267.0,5859.0,1545,10553.0,97,638,10553.000000000005
61974,2013-01-01,Santa Barbara,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,651,-1.8189894035458565e-12
61988,2013-01-01,Santa Barbara,106424002.0,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,641,-1.8189894035458565e-12
62002,2013-01-01,Santa Barbara,106424047.0,REHABILITATION INSTITUTE AT SANTA BARBARA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,97,598,-1.8189894035458565e-12
62016,2013-01-01,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,12410.0,615.0,11043.0,2404,4386.0,98,597,4386.000000000001
62030,2013-01-01,Santa Clara,106430743.0,EL CAMINO HOSPITAL LOS GATOS,General Acute Care,Intensive Care,2555.0,96.0,982.0,325,1994.0,98,192,1993.9999999999993
62044,2013-01-01,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,8760.0,234.0,4546.0,2375,6823.0,98,191,6823.000000000001
62058,2013-01-01,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,15330.0,416.0,5623.0,927,11050.0,98,245,11050.000000000007
62072,2013-01-01,Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,162.0,3850.0,898,2320.0,98,538,2319.9999999999995
62086,2013-01-01,Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,537.0,5905.0,1458,12150.0,98,642,12150.000000000007
62100,2013-01-01,Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,687.0,16725.0,3259,11676.0,98,743,11676.000000000004
62114,2013-01-01,Santa Clara,106430915.0,MISSION OAKS HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,98,507,-1.8189894035458565e-12
62129,2013-01-01,Santa Clara,106431506.0,KAISER FND HOSP - SAN JOSE,General Acute Care,Intensive Care,5110.0,74.0,954.0,453,4683.0,98,320,4683.000000000002
62143,2013-01-01,Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,16060.0,828.0,13375.0,1625,5138.0,98,459,5138.000000000003
62157,2013-01-01,Santa Clara,106434051.0,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,98,96,-1.8189894035458565e-12
62171,2013-01-01,Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,145.0,1492.0,212,325.0,98,732,324.9999999999983
62185,2013-01-01,Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,13870.0,372.0,7784.0,2745,9203.0,98,323,9203.000000000002
62199,2013-01-01,Santa Clara,106434218.0,KAISER PERMANENTE P.H.F - SANTA CLARA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,98,376,-1.8189894035458565e-12
62213,2013-01-01,Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,153.0,2818.0,847,1832.0,99,177,1831.9999999999986
62226,2013-01-01,Santa Cruz,106441807.0,DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,99,176,-1.8189894035458565e-12
62240,2013-01-01,Santa Cruz,106444012.0,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,99,758,-1.8189894035458565e-12
62254,2013-01-01,Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,42.0,567.0,194,764.0,99,850,763.9999999999985
62268,2013-01-01,Shasta,106450936.0,MAYERS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,475,-1.8189894035458565e-12
62282,2013-01-01,Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,147.0,2301.0,572,11193.0,100,678,11193.000000000005
62296,2013-01-01,Shasta,106450949.0,MERCY MEDICAL CENTER - REDDING,General Acute Care,Intensive Care,12410.0,323.0,1445.0,1120,12408.0,100,489,12408.000000000007
62310,2013-01-01,Shasta,106454012.0,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,839,-1.8189894035458565e-12
62324,2013-01-01,Shasta,106454013.0,PATIENTS HOSPITAL OF REDDING,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,100,562,-1.8189894035458565e-12
62338,2013-01-01,Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,57.0,322.0,122,1317.0,102,492,1316.9999999999989
62352,2013-01-01,Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,175.0,679.0,152,1108.0,102,206,1107.9999999999986
62366,2013-01-01,Solano,106480989.0,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,General Acute Care,Intensive Care,5110.0,225.0,3248.0,1422,3509.0,103,311,3508.9999999999995
62380,2013-01-01,Solano,106481015.0,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,103,721,-1.8189894035458565e-12
62394,2013-01-01,Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,231.0,3317.0,876,2170.0,103,766,2169.999999999999
62408,2013-01-01,Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,375.0,4300.0,993,5828.0,103,526,5828.000000000001
62422,2013-01-01,Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,114.0,1323.0,327,1308.0,103,527,1307.9999999999989
62436,2013-01-01,Solano,106484044.0,KAISER FOUNDATION HOSPITAL - VACAVILLE,General Acute Care,Intensive Care,5840.0,107.0,1735.0,696,4908.0,103,371,4908.000000000001
62450,2013-01-01,Sonoma,106490907.0,SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,650,-1.8189894035458565e-12
62464,2013-01-01,Sonoma,106490919.0,SUTTER MEDICAL CENTER OF SANTA ROSA,General Acute Care,Intensive Care,5840.0,220.0,2737.0,935,4258.0,104,759,4258.0
62478,2013-01-01,Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,67.0,448.0,152,1231.0,104,253,1230.9999999999989
62492,2013-01-01,Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,218.0,1348.0,318,2473.0,104,565,2473.0
62506,2013-01-01,Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,General Acute Care,Intensive Care,5840.0,529.0,7680.0,665,-646.0,104,649,-646.0000000000019
62520,2013-01-01,Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,163.0,1197.0,188,1344.0,104,696,1343.999999999999
62534,2013-01-01,Sonoma,106491267.0,SONOMA DEVELOPMENTAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,695,-1.8189894035458565e-12
62548,2013-01-01,Sonoma,106491338.0,PALM DRIVE HOSPITAL,General Acute Care,Intensive Care,1825.0,85.0,525.0,128,1513.0,104,554,1512.999999999999
62562,2013-01-01,Sonoma,106494019.0,KAISER FND HOSP - SANTA ROSA,General Acute Care,Intensive Care,7300.0,189.0,1716.0,593,6366.0,104,324,6366.000000000002
62576,2013-01-01,Sonoma,106494048.0,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,104,37,-1.8189894035458565e-12
62590,2013-01-01,Stanislaus,106500852.0,DOCTORS MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,610.0,8924.0,2409,5775.0,105,168,5775.0
62604,2013-01-01,Stanislaus,106500867.0,"EMANUEL MEDICAL CENTER, INC",General Acute Care,Intensive Care,4380.0,155.0,2495.0,480,2520.0,105,196,2519.9999999999995
62618,2013-01-01,Stanislaus,106500939.0,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,General Acute Care,Intensive Care,8395.0,252.0,7238.0,2186,3595.0,105,478,3594.999999999999
62632,2013-01-01,Stanislaus,106500954.0,CENTRAL VALLEY SPECIALTY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,105,84,-1.8189894035458565e-12
62646,2013-01-01,Stanislaus,106500967.0,OAK VALLEY DISTRICT HOSPITAL (2-RH),General Acute Care,Intensive Care,1825.0,70.0,487.0,120,1528.0,105,534,1527.999999999999
62660,2013-01-01,Stanislaus,106501016.0,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,105,174,-1.8189894035458565e-12
62674,2013-01-01,Stanislaus,106504038.0,STANISLAUS SURGICAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,105,745,-1.8189894035458565e-12
62688,2013-01-01,Stanislaus,106504042.0,KAISER FND HOSP-MODESTO,General Acute Care,Intensive Care,7300.0,447.0,3356.0,1102,5493.0,105,335,5493.0
62702,2013-01-01,Sutter,106510882.0,FREMONT MEDICAL CENTER,General Acute Care,Intensive Care,288.0,0.0,0.0,0,288.0,106,220,287.99999999999835
62716,2013-01-01,Sutter,106514001.0,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,771,-1.8189894035458565e-12
62730,2013-01-01,Sutter,106514030.0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,767,-1.8189894035458565e-12
62744,2013-01-01,Sutter,106514033.0,NORTH VALLEY BEHAVIORAL HEALTH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,106,528,-1.8189894035458565e-12
62758,2013-01-01,Tehama,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,340.0,1067.0,588,2781.0,107,715,2780.999999999999
62772,2013-01-01,Trinity,106531059.0,TRINITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,108,800,-1.8189894035458565e-12
62786,2013-01-01,Tulare,106540734.0,KAWEAH DELTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,387.0,1497.0,387,14242.0,109,379,14242.000000000007
62800,2013-01-01,Tulare,106540798.0,SIERRA VIEW DISTRICT HOSPITAL,General Acute Care,Intensive Care,3650.0,158.0,2151.0,637,2294.0,109,686,2293.999999999999
62814,2013-01-01,Tulare,106540816.0,TULARE REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,254.0,2447.0,342,3259.0,109,802,3259.000000000001
62828,2013-01-01,Tulare,106541123.0,PORTERVILLE DEVELOPMENTAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,109,573,-1.8189894035458565e-12
62842,2013-01-01,Tulare,106544009.0,KAWEAH DELTA  MENTAL HEALTH HOSPITAL D/P APH,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,109,377,-1.8189894035458565e-12
62856,2013-01-01,Tuolumne,106552209.0,SONORA REGIONAL MEDICAL CENTER - FAIRVIEW,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,110,699,-1.8189894035458565e-12
62870,2013-01-01,Tuolumne,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY,General Acute Care,Intensive Care,2190.0,216.0,1749.0,253,910.0,110,702,909.9999999999986
62884,2013-01-01,Ventura,106560203.0,AURORA VISTA DEL MAR HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,42,-1.8189894035458565e-12
62898,2013-01-01,Ventura,106560473.0,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,General Acute Care,Intensive Care,3650.0,155.0,2114.0,724,2415.0,111,132,2414.999999999999
62912,2013-01-01,Ventura,106560481.0,VENTURA COUNTY MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,244.0,2494.0,150,3375.0,111,835,3375.000000000001
62927,2013-01-01,Ventura,106560492.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,395.0,6235.0,1290,2750.0,111,454,2749.999999999999
62941,2013-01-01,Ventura,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,62.0,304.0,67,1285.0,111,539,1284.9999999999989
62955,2013-01-01,Ventura,106560508.0,ST. JOHNS PLEASANT VALLEY HOSPITAL,General Acute Care,Intensive Care,5840.0,188.0,1888.0,395,4535.0,111,724,4535.000000000001
62968,2013-01-01,Ventura,106560521.0,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL,General Acute Care,Intensive Care,2190.0,70.0,557.0,100,1803.0,111,837,1802.9999999999993
62982,2013-01-01,Ventura,106560525.0,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,General Acute Care,Intensive Care,8760.0,175.0,2545.0,253,6643.0,111,694,6643.000000000003
62996,2013-01-01,Ventura,106560529.0,ST. JOHNS REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,187.0,3458.0,590,969.0,111,725,968.9999999999986
63010,2013-01-01,Ventura,106560838.0,PACIFIC SHORES HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,552,-1.8189894035458565e-12
63024,2013-01-01,Ventura,106564018.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER - EAST CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,455,-1.8189894035458565e-12
63038,2013-01-01,Ventura,106564121.0,"THOUSAND OAKS SURGICAL HOSPITAL, a campus of Los Robl",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,111,792,-1.8189894035458565e-12
63052,2013-01-01,Yolo,106571086.0,WOODLAND MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,311.0,2091.0,398,1538.0,112,859,1537.9999999999989
63065,2013-01-01,Yolo,106574010.0,SUTTER DAVIS HOSPITAL,General Acute Care,Intensive Care,2190.0,162.0,966.0,222,1608.0,112,753,1607.9999999999989
63079,2013-01-01,Yuba,106580996.0,RIDEOUT MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,377.0,6109.0,1786,4814.0,113,602,4814.0
63093,2013-01-01,Fresno,206100718.0,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,65,136,-1.8189894035458565e-12
63107,2013-01-01,Los Angeles,206190788.0,PROVIDENCE LITTLE CO OF MARY SUBACUTE CARE CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,74,581,-1.8189894035458565e-12
63121,2013-01-01,San Benito,206351814.0,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,90,252,-1.8189894035458565e-12
63135,2014-01-01,Alameda,106010735.0,ALAMEDA HOSPITAL,General Acute Care,Intensive Care,2920.0,91.0,972.0,155,2194.0,57,9,2193.9999999999995
63149,2014-01-01,Alameda,106010739.0,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,General Acute Care,Intensive Care,5840.0,320.0,4681.0,981,2460.0,57,12,2459.999999999999
63163,2014-01-01,Alameda,106010776.0,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,General Acute Care,Intensive Care,8395.0,525.0,5628.0,958,4250.0,57,90,4250.000000000001
63177,2014-01-01,Alameda,106010782.0,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,794,-1.8189894035458565e-12
63191,2014-01-01,Alameda,106010811.0,FAIRMONT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,207,-1.8189894035458565e-12
63205,2014-01-01,Alameda,106010844.0,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,13,-1.8189894035458565e-12
63219,2014-01-01,Alameda,106010846.0,HIGHLAND HOSPITAL,General Acute Care,Intensive Care,7300.0,398.0,6098.0,1242,2842.0,57,266,2841.999999999999
63233,2014-01-01,Alameda,106010856.0,KAISER FND HOSP - OAKLAND CAMPUS,General Acute Care,Intensive Care,5430.0,0.0,0.0,0,5430.0,57,303,5430.000000000002
63247,2014-01-01,Alameda,106010858.0,KAISER FND HOSP - HAYWARD/FREMONT,General Acute Care,Intensive Care,3978.0,116.0,1679.0,479,2894.0,57,299,2893.9999999999995
63261,2014-01-01,Alameda,106010887.0,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,General Acute Care,Intensive Care,3650.0,51.0,2007.0,406,2100.0,57,397,2099.9999999999995
63275,2014-01-01,Alameda,106010937.0,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,General Acute Care,Intensive Care,9666.0,382.0,6490.0,1182,4740.0,57,14,4740.000000000002
63289,2014-01-01,Alameda,106010967.0,ST. ROSE HOSPITAL,General Acute Care,Intensive Care,3285.0,194.0,1051.0,654,3082.0,57,740,3081.9999999999995
63303,2014-01-01,Alameda,106010983.0,VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1095.0,0.0,0.0,0,1095.0,57,830,1094.9999999999989
63317,2014-01-01,Alameda,106010987.0,WASHINGTON HOSPITAL - FREMONT,General Acute Care,Intensive Care,4745.0,231.0,3539.0,959,2396.0,57,849,2395.9999999999986
63331,2014-01-01,Alameda,106013619.0,SAN LEANDRO HOSPITAL,General Acute Care,Intensive Care,3285.0,402.0,1704.0,130,2113.0,57,631,2112.9999999999995
63345,2014-01-01,Alameda,106013626.0,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,15,-1.8189894035458565e-12
63359,2014-01-01,Alameda,106013687.0,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,518,-1.8189894035458565e-12
63373,2014-01-01,Alameda,106014034.0,FREMONT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,219,-1.8189894035458565e-12
63387,2014-01-01,Alameda,106014050.0,VALLEYCARE MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,267.0,1594.0,384,3802.0,57,834,3802.0
63401,2014-01-01,Alameda,106014132.0,KAISER FND HOSP - FREMONT,General Acute Care,Intensive Care,3650.0,150.0,1796.0,549,2553.0,57,294,2552.999999999999
63415,2014-01-01,Alameda,106014207.0,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,777,-1.8189894035458565e-12
63429,2014-01-01,Alameda,106014226.0,TELECARE WILLOW ROCK CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,57,785,-1.8189894035458565e-12
63443,2014-01-01,Alameda,106014233.0,EDEN MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,385.0,7047.0,1242,3340.0,57,188,3339.9999999999995
63457,2014-01-01,Alameda,106014326.0,KAISER FND HOSP - OAKLAND/RICHMOND,General Acute Care,Intensive Care,7728.0,334.0,4176.0,1183,5069.0,57,304,5069.000000000001
63471,2014-01-01,Alameda,106014337.0,KAISER FND HOSP - SAN LEANDRO,General Acute Care,Intensive Care,6360.0,185.0,2174.0,521,4892.0,57,321,4892.000000000002
63485,2014-01-01,Amador,106034002.0,SUTTER AMADOR HOSPITAL,General Acute Care,Intensive Care,2190.0,252.0,1595.0,455,1302.0,58,749,1301.9999999999986
63499,2014-01-01,Butte,106040802.0,BIGGS GRIDLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,116.0,348.0,47,1275.0,59,57,1274.9999999999989
63513,2014-01-01,Butte,106040828.0,ENLOE MEDICAL CENTER - COHASSET,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,200,-1.8189894035458565e-12
63527,2014-01-01,Butte,106040875.0,FEATHER RIVER HOSPITAL,General Acute Care,Intensive Care,4380.0,345.0,2956.0,653,2422.0,59,210,2421.999999999999
63541,2014-01-01,Butte,106040937.0,OROVILLE HOSPITAL,General Acute Care,Intensive Care,3650.0,161.0,2595.0,807,2023.0,59,544,2022.9999999999989
63555,2014-01-01,Butte,106040962.0,ENLOE MEDICAL CENTER- ESPLANADE,General Acute Care,Intensive Care,12045.0,217.0,4660.0,1574,9176.0,59,202,9176.000000000004
63569,2014-01-01,Butte,106044006.0,BUTTE COUNTY MENTAL HEALTH SERVICES,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,59,-1.8189894035458565e-12
63583,2014-01-01,Butte,106044011.0,ENLOE REHABILITATION CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,59,204,-1.8189894035458565e-12
